,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,is_discount_sku,discount_ratio,Y_true,Y_pred
78956,9147,222087,215.8875,215.8875,0,0,0,1.0,59,43.97659
57747,9984,245338,469.5375,469.5375,0,0,0,1.0,17,12.63415
130707,8392,222087,221.5875,221.5875,0,0,0,1.0,17,22.368048
31944,9578,219029,327.0375,327.0375,0,0,0,1.0,24,21.379494
61365,8218,222087,213.0375,213.0375,0,0,0,1.0,11,25.666822
116253,9578,216418,107.5875,107.5875,0,0,0,1.0,88,62.0529
108186,9672,222087,227.2875,227.2875,0,0,0,1.0,40,46.497665
68849,9481,222765,189.525,234.4125,1,0,1,0.8085106382978724,131,106.907616
125136,9112,547934,177.4125,177.4125,0,0,0,1.0,22,22.569511
137195,9789,219029,327.0375,327.0375,0,0,0,1.0,9,23.155762
4198,9498,245338,448.1625,448.1625,0,0,0,1.0,8,14.089063
12328,9611,300021,104.7375,104.7375,0,0,0,1.0,42,85.56763
59054,8218,219029,295.6875,295.6875,0,0,0,1.0,11,13.485646
109775,8094,546789,177.4125,213.0375,0,0,1,0.8327759197324415,39,28.822386
61999,9611,222087,214.4625,214.4625,0,0,0,1.0,26,88.63848
99453,8222,547934,177.4125,177.4125,0,0,0,1.0,27,28.467342
127457,9132,223153,212.325,212.325,0,0,0,1.0,34,36.691402
24901,9432,245387,469.5375,469.5375,0,0,0,1.0,10,12.529964
128878,9456,223153,212.325,212.325,0,0,0,1.0,35,35.868176
66118,8562,222765,234.4125,234.4125,0,0,0,1.0,57,58.236874
88320,9281,219009,198.7875,198.7875,0,0,0,1.0,80,69.94284
94032,9221,223153,227.2875,227.2875,0,0,0,1.0,16,16.379185
123267,9680,223245,213.0375,213.0375,0,0,0,1.0,38,42.068615
79080,9281,219009,198.7875,198.7875,0,0,0,1.0,71,69.94284
98310,8121,378934,141.7875,205.9125,1,1,1,0.6885813148788927,49,51.077873
10389,9984,222765,240.825,240.825,0,0,0,1.0,31,29.68121
133150,8991,245338,359.1,469.5375,1,1,1,0.7647951441578149,52,64.66401
66183,9043,300021,106.875,104.7375,0,1,0,1.0204081632653061,93,54.318417
64261,9532,300021,88.35,86.2125,0,1,0,1.024793388429752,50,36.25166
14994,9961,223153,224.4375,224.4375,0,0,0,1.0,18,28.794855
36733,9813,223153,178.125,197.3625,1,1,1,0.9025270758122743,386,291.11288
149994,9872,300021,86.925,86.925,0,0,0,1.0,26,22.36032
114007,9632,300291,84.7875,109.725,0,0,1,0.7727272727272727,4,10.315188
92282,9879,219029,312.7875,312.7875,0,0,0,1.0,24,23.11319
28765,9880,216425,131.8125,131.8125,0,0,0,1.0,29,24.280872
44422,9279,245387,318.4875,469.5375,0,1,1,0.6783004552352049,43,45.075047
123085,9436,219029,312.7875,312.7875,0,0,0,1.0,8,18.008451
124764,8095,245387,357.675,498.0375,1,1,1,0.7181688125894135,108,71.7585
126786,9770,217390,133.95,133.95,0,0,0,1.0,10,18.950226
133013,8392,217390,167.4375,167.4375,0,0,0,1.0,18,17.941998
117885,8023,216233,118.9875,118.9875,0,0,0,1.0,82,111.548164
29199,8991,245387,360.525,469.5375,1,0,1,0.7678300455235204,65,45.513645
54298,8095,216233,133.2375,133.2375,0,0,0,1.0,106,82.749146
15392,9092,245338,465.2625,465.2625,0,0,0,1.0,25,21.203413
49064,9328,217390,166.0125,166.0125,0,0,0,1.0,33,27.282616
94019,9221,216418,89.0625,89.0625,0,0,0,1.0,10,27.149092
77840,9190,219029,312.7875,312.7875,0,0,0,1.0,44,44.90287
88124,9001,216419,106.875,106.875,0,0,0,1.0,4,7.083347
22324,9092,546789,205.9125,205.9125,0,0,0,1.0,33,31.609163
115141,9613,216419,109.0125,106.1625,0,1,0,1.0268456375838928,157,153.21834
111271,9112,222765,178.125,222.3,0,0,1,0.8012820512820512,92,122.24904
141966,9880,222765,239.4,239.4,0,0,0,1.0,29,34.051132
102814,8095,320485,213.0375,213.0375,0,0,0,1.0,55,27.053423
95580,9731,223245,213.0375,213.0375,0,0,0,1.0,24,23.38557
12121,9371,216425,118.275,118.275,0,0,0,1.0,49,29.749044
106733,9221,222087,218.7375,234.4125,0,1,1,0.9331306990881459,23,46.989006
127393,8911,245338,469.5375,469.5375,0,0,0,1.0,12,13.276483
130850,8911,219844,230.1375,230.1375,0,0,0,1.0,17,22.092749
142684,9425,217390,126.1125,136.8,1,0,1,0.9218749999999999,26,13.953739
8059,9961,222087,99.75,227.2875,0,0,1,0.438871473354232,117,100.30003
31939,9578,216419,88.35,118.9875,0,0,1,0.7425149700598802,56,54.42148
21379,9442,223245,169.575,213.0375,0,1,1,0.7959866220735785,94,59.905796
42496,9813,216419,79.8,79.8,0,0,0,1.0,15,13.923194
90750,9456,216418,86.2125,86.2125,0,0,0,1.0,34,33.8038
143620,9132,216233,128.9625,128.9625,0,0,0,1.0,26,29.25086
37900,9823,219029,322.05,322.05,0,0,0,1.0,97,93.19073
22982,9879,219029,312.7875,312.7875,0,0,0,1.0,33,23.11319
92737,8911,219029,295.6875,295.6875,0,0,0,1.0,33,19.06834
49448,9823,219844,286.425,351.975,0,0,1,0.8137651821862348,6,17.705353
49458,9823,245338,498.0375,498.0375,0,0,0,1.0,44,35.373993
85735,8555,217390,133.95,133.95,0,0,0,1.0,24,23.219471
128097,9880,217390,135.375,135.375,0,0,0,1.0,43,50.572536
111192,8991,217217,230.1375,230.1375,0,0,0,1.0,23,19.02965
49331,9632,219009,227.2875,227.2875,0,0,0,1.0,39,56.801605
7593,9456,216425,118.9875,118.9875,0,0,0,1.0,17,10.636459
14643,9611,219029,327.0375,327.0375,0,0,0,1.0,57,54.59148
33008,9456,219009,227.2875,227.2875,0,0,0,1.0,42,50.33242
141673,9672,216418,109.725,109.725,0,0,0,1.0,113,89.622154
89341,9132,223245,213.0375,213.0375,0,0,0,1.0,67,62.197956
118237,9164,217390,136.8,136.8,0,0,0,1.0,85,91.56865
53630,9273,216233,128.25,128.25,0,0,0,1.0,40,38.43451
32901,9328,378934,205.9125,205.9125,0,0,0,1.0,10,16.233212
21081,8869,216419,89.0625,106.875,0,1,1,0.8333333333333334,98,113.79681
31384,8398,216425,131.8125,131.8125,0,0,0,1.0,36,36.237415
132420,9532,398721,343.425,469.5375,1,1,1,0.7314112291350531,53,44.23085
41285,9713,245387,498.0375,498.0375,0,0,0,1.0,10,12.580782
118092,8562,378934,213.0375,213.0375,0,0,0,1.0,41,20.357592
18871,9112,222765,234.4125,234.4125,0,0,0,1.0,45,70.22732
142237,8317,547934,191.6625,191.6625,0,0,0,1.0,26,27.011328
99777,9190,300021,87.6375,87.6375,0,0,0,1.0,20,32.98452
120266,8218,217390,133.95,133.95,0,0,0,1.0,24,24.150131
59996,9909,216419,89.0625,106.1625,1,0,1,0.8389261744966443,41,65.792915
103825,9879,216418,87.6375,88.35,0,1,1,0.9919354838709679,18,39.17817
2504,8392,223245,213.0375,213.0375,0,0,0,1.0,13,19.37307
3312,9872,217390,141.075,164.5875,0,0,1,0.8571428571428571,41,43.465572
28723,9872,217217,232.275,232.275,0,0,0,1.0,19,19.719503
89205,8555,223153,205.2,205.2,0,0,0,1.0,15,16.03957
121995,9490,245338,469.5375,469.5375,0,0,0,1.0,14,11.1305895
23817,9490,378934,177.4125,177.4125,0,0,0,1.0,33,31.49348
80433,9532,216233,129.675,129.675,0,0,0,1.0,78,49.505978
118358,9281,546789,210.9,210.9,0,0,0,1.0,13,14.257926
118894,9890,219029,319.9125,319.9125,0,0,0,1.0,31,41.48289
119683,9490,222765,227.2875,227.2875,0,0,0,1.0,18,29.358639
101804,8317,320485,205.9125,205.9125,0,0,0,1.0,43,47.353127
43107,9092,222765,205.2,205.2,0,0,0,1.0,59,52.017025
145213,9680,223153,212.325,212.325,0,0,0,1.0,26,32.19106
50145,9250,300021,104.7375,104.7375,0,0,0,1.0,65,39.393776
55875,9164,223153,228.0,228.0,0,0,0,1.0,31,21.121933
4144,9479,217390,141.075,168.15,0,0,1,0.8389830508474575,56,52.38276
27638,9881,222765,234.4125,234.4125,0,0,0,1.0,63,54.119514
138439,9845,245387,512.2875,512.2875,0,0,0,1.0,19,15.251431
65434,9578,216419,106.1625,103.3125,0,1,0,1.0275862068965518,99,75.32032
96203,8911,222087,234.4125,234.4125,0,0,0,1.0,9,19.562277
102604,9837,223153,220.1625,220.1625,0,0,0,1.0,16,21.332272
35005,9043,320485,205.9125,205.9125,0,0,0,1.0,15,13.654272
26103,9479,547934,170.2875,170.2875,0,0,0,1.0,18,20.664738
115031,9479,320485,205.9125,205.9125,0,0,0,1.0,53,37.728264
110562,9680,223245,213.0375,213.0375,0,0,0,1.0,37,42.068615
102763,9961,300021,105.45,106.875,0,1,1,0.9866666666666667,58,66.41454
7418,9250,320485,177.4125,205.9125,0,0,1,0.8615916955017301,23,21.724583
45918,9745,216418,104.025,99.0375,0,1,0,1.050359712230216,160,153.09296
72105,9250,547934,177.4125,177.4125,0,0,0,1.0,16,11.070747
109121,9328,300021,86.925,86.925,0,0,0,1.0,29,25.269043
95467,9578,217390,138.9375,168.15,1,1,1,0.826271186440678,111,92.47831
25930,9279,217390,164.5875,164.5875,0,0,0,1.0,35,28.718235
39461,8392,219029,312.7875,312.7875,0,0,0,1.0,7,13.873126
109898,8317,679023,177.4125,213.0375,0,1,1,0.8327759197324415,28,30.354263
10107,9731,219029,327.0375,327.0375,0,0,0,1.0,25,24.05109
136163,9876,223153,212.325,212.325,0,0,0,1.0,24,41.32437
126343,9190,327492,104.7375,104.7375,0,0,0,1.0,4,8.711125
88424,9432,223245,205.9125,205.9125,0,0,0,1.0,44,39.824776
80143,9190,327492,69.825,109.0125,0,0,1,0.6405228758169935,17,18.503788
147915,8023,216233,139.65,139.65,0,0,0,1.0,90,114.05368
118800,9845,320485,213.0375,213.0375,0,0,0,1.0,44,35.86401
56007,9328,546789,177.4125,177.4125,0,0,0,1.0,25,15.771751
14231,9092,378934,177.4125,177.4125,0,0,0,1.0,28,27.492464
135156,8095,222765,254.3625,254.3625,0,0,0,1.0,79,80.30813
75872,9613,300021,105.45,105.45,0,0,0,1.0,37,60.439873
44725,9680,222087,227.2875,227.2875,0,0,0,1.0,15,13.523327
133487,9456,300021,70.5375,70.5375,0,0,0,1.0,12,18.387068
11980,9164,222087,210.9,210.9,0,0,0,1.0,84,65.89701
39570,8869,222765,233.7,233.7,0,0,0,1.0,19,58.9261
115146,9613,217390,139.65,139.65,0,0,0,1.0,217,162.73785
40129,9713,398721,498.0375,498.0375,0,0,0,1.0,8,8.602284
140730,9809,222087,191.6625,234.4125,0,0,1,0.817629179331307,67,50.69231
126058,8317,222087,219.45,219.45,0,0,0,1.0,70,85.80456
45884,9680,245387,331.3125,469.5375,0,0,1,0.7056145675265554,18,13.438486
39453,8319,223245,218.025,218.025,0,0,0,1.0,28,25.923784
54151,9876,217777,233.7,233.7,0,0,0,1.0,24,18.578259
43203,9221,217390,160.3125,160.3125,0,0,0,1.0,31,32.539227
87121,9273,216418,81.9375,81.225,0,1,0,1.0087719298245614,135,173.12775
138372,9813,223245,226.575,226.575,0,0,0,1.0,23,27.537003
52267,8869,300021,106.875,106.1625,0,1,0,1.0067114093959733,60,70.24643
48209,9713,222087,234.4125,234.4125,0,0,0,1.0,30,44.99808
78729,8392,217777,232.9875,232.9875,0,0,0,1.0,14,14.9207735
116611,9954,222087,183.1125,234.4125,0,0,1,0.7811550151975685,33,44.436348
114488,8218,216419,87.6375,87.6375,0,0,0,1.0,27,29.254124
115955,9190,219029,312.7875,312.7875,0,0,0,1.0,32,44.90287
125428,9479,222765,227.2875,227.2875,0,0,0,1.0,24,36.454712
65321,9432,222087,207.3375,207.3375,0,0,0,1.0,54,36.811028
37048,8023,600934,361.95,454.575,1,0,1,0.7962382445141066,62,53.612762
29507,9432,300021,69.1125,69.1125,0,0,0,1.0,37,32.02219
122844,9147,219009,218.7375,218.7375,0,0,0,1.0,96,59.10609
91253,8091,223153,213.0375,213.0375,0,0,0,1.0,16,17.84109
88505,9498,216233,125.4,125.4,0,0,0,1.0,45,51.120907
110967,8023,245338,498.0375,498.0375,0,0,0,1.0,49,42.3398
79710,8095,219844,334.875,334.875,0,0,0,1.0,31,19.206953
68943,9613,300291,112.575,112.575,0,0,0,1.0,10,14.43821
11864,8991,219844,235.125,235.125,0,0,0,1.0,11,24.444956
127688,9432,219844,229.425,237.975,1,1,1,0.9640718562874252,16,34.469418
123453,9876,219029,295.6875,295.6875,0,0,0,1.0,24,32.079887
40942,9279,300021,67.6875,69.1125,1,0,1,0.9793814432989691,17,35.173622
51815,9845,245338,355.5375,498.0375,1,1,1,0.7138769670958512,108,143.56834
55117,9680,217390,141.075,168.8625,1,0,1,0.8354430379746834,18,17.501005
136850,9328,222087,194.5125,241.5375,1,1,1,0.8053097345132743,120,108.02779
71816,8398,222765,197.3625,255.7875,1,0,1,0.7715877437325905,150,131.20396
76575,9001,223245,196.65,196.65,0,0,0,1.0,36,34.299957
69785,9250,219009,218.7375,218.7375,0,0,0,1.0,46,90.34728
81327,9221,223153,141.075,227.2875,1,1,1,0.6206896551724138,179,169.52368
62462,8058,216419,88.35,105.45,0,1,1,0.8378378378378377,101,114.49854
62671,8869,223245,213.0375,213.0375,0,0,0,1.0,42,40.749454
110870,9984,219029,312.7875,312.7875,0,0,0,1.0,20,27.834665
108577,8091,223245,227.2875,227.2875,0,0,0,1.0,8,13.521445
8740,9436,219029,245.1,312.7875,0,1,1,0.7835990888382687,34,31.960802
62180,9837,245387,498.0375,498.0375,0,0,0,1.0,18,22.874556
69057,9789,245387,469.5375,469.5375,0,0,0,1.0,10,7.6644926
97776,9578,216233,133.2375,133.2375,0,0,0,1.0,31,28.830349
41141,9490,320485,205.9125,205.9125,0,0,0,1.0,28,32.81508
71881,8555,245338,337.725,469.5375,1,1,1,0.7192716236722306,69,36.324932
65784,9954,216419,88.35,88.35,0,0,0,1.0,41,40.201206
136525,8422,378934,205.9125,205.9125,0,0,0,1.0,31,26.529959
114492,8218,217217,216.6,216.6,0,0,0,1.0,17,12.477833
32738,9132,216419,69.825,69.825,0,0,0,1.0,10,16.301964
91690,9178,245338,469.5375,469.5375,0,0,0,1.0,15,12.425389
68504,9043,245338,498.0375,498.0375,0,0,0,1.0,7,14.91264
59338,9164,222765,234.4125,234.4125,0,0,0,1.0,54,62.38505
135355,8400,219029,341.2875,341.2875,0,0,0,1.0,51,50.845802
11983,9164,222765,178.125,219.45,1,0,1,0.8116883116883117,125,145.33354
110469,9532,219029,312.7875,312.7875,0,0,0,1.0,42,33.242554
63687,8317,219029,295.6875,295.6875,0,0,0,1.0,73,52.839886
113713,9279,219844,207.3375,281.4375,0,0,1,0.7367088607594937,17,35.51935
102122,9250,216233,118.275,118.275,0,0,0,1.0,61,68.08119
84964,9436,216233,129.675,129.675,0,0,0,1.0,46,37.09019
47082,9745,320485,205.9125,205.9125,0,1,0,1.0,15,24.10238
358,9043,223153,190.2375,236.55,1,0,1,0.8042168674698795,23,27.560583
39536,8555,219009,215.175,215.175,0,0,0,1.0,28,37.156918
8688,9430,245387,448.1625,448.1625,0,0,0,1.0,6,12.138742
10958,9328,223245,213.0375,213.0375,0,0,0,1.0,28,32.88097
64573,9880,217217,234.4125,234.4125,0,0,0,1.0,35,30.787998
30946,9813,216419,85.5,85.5,0,0,0,1.0,28,19.625292
96073,8398,223153,268.6125,268.6125,0,0,0,1.0,21,13.427991
101955,8991,219009,175.275,175.275,0,0,0,1.0,88,112.326065
85975,9273,219009,198.7875,198.7875,0,0,0,1.0,54,60.196823
12545,9845,245338,426.7875,426.7875,0,0,0,1.0,53,42.276012
60608,9281,546789,177.4125,209.475,0,1,1,0.846938775510204,14,22.008488
135851,9490,320485,205.9125,205.9125,0,0,0,1.0,41,32.81508
16591,9147,547934,142.5,177.4125,0,1,1,0.8032128514056225,107,61.125793
8113,8094,216419,69.1125,88.35,1,1,1,0.782258064516129,168,152.61871
42698,9954,245387,318.4875,469.5375,1,1,1,0.6783004552352049,78,54.795536
5624,9872,217777,232.275,232.275,0,0,0,1.0,28,22.925276
62847,9221,223153,227.2875,227.2875,0,0,0,1.0,16,16.379185
48082,9498,219009,203.0625,203.0625,0,0,0,1.0,62,85.74171
87815,8094,217777,236.55,236.55,0,0,0,1.0,36,27.199802
108852,8562,378934,212.325,212.325,0,0,0,1.0,31,22.170647
33414,9881,223245,205.2,205.2,0,0,0,1.0,23,49.27658
136340,8094,546789,213.0375,213.0375,0,0,0,1.0,28,19.401451
142831,9672,216425,141.7875,141.7875,0,0,0,1.0,40,42.90573
27890,8317,245387,469.5375,469.5375,0,0,0,1.0,10,15.809481
133214,9112,222087,218.025,218.025,0,0,0,1.0,86,106.28458
59249,9001,216419,89.0625,106.875,1,0,1,0.8333333333333334,4,31.318338
29216,8911,223153,212.325,212.325,0,0,0,1.0,15,22.32138
144626,8438,219029,327.0375,327.0375,0,0,0,1.0,34,34.60449
107590,8319,216425,114.0,114.0,0,0,0,1.0,24,18.175522
68565,9147,245338,498.0375,498.0375,0,0,0,1.0,15,18.021698
25701,8869,216419,89.0625,106.875,0,1,1,0.8333333333333334,85,113.79681
61633,9147,223245,208.7625,208.7625,0,0,0,1.0,30,49.39366
58394,9432,223245,165.3,198.7875,1,0,1,0.8315412186379929,67,109.91995
13846,9984,216425,112.575,112.575,0,0,0,1.0,31,20.170847
44517,9425,223153,212.325,212.325,0,0,0,1.0,14,16.46603
145005,9432,216418,85.5,86.925,0,1,1,0.9836065573770492,41,41.97387
148568,9498,219029,327.0375,327.0375,0,0,0,1.0,36,29.59465
109258,9479,222765,178.125,227.2875,0,0,1,0.7836990595611285,40,38.292458
14639,9611,216425,133.95,133.95,0,0,0,1.0,51,50.650806
41374,9823,600934,490.9125,490.9125,0,0,0,1.0,12,10.085686
124037,9190,217217,213.0375,213.0375,0,0,0,1.0,15,19.550291
127361,8991,217390,136.0875,136.0875,0,0,0,1.0,55,50.512764
137554,8222,300291,111.15,111.15,0,0,0,1.0,29,17.34134
38522,9132,223153,212.325,212.325,0,0,0,1.0,24,36.691402
8710,9425,222765,205.2,205.2,0,0,0,1.0,47,31.676632
11010,9439,223153,179.55,212.325,1,1,1,0.8456375838926176,172,108.341866
139353,9578,216418,109.725,109.725,0,0,0,1.0,62,66.49607
117378,9498,300291,68.4,109.0125,0,0,1,0.6274509803921569,20,16.224245
6498,9498,300291,177.4125,177.4125,0,0,0,1.0,4,2.877829
101254,9672,219009,222.3,222.3,0,0,0,1.0,33,56.408985
37679,9490,223245,206.625,206.625,0,0,0,1.0,22,32.094215
15962,9823,245387,455.2875,455.2875,0,0,0,1.0,35,29.428396
149622,9425,223153,212.325,212.325,0,0,0,1.0,10,16.46603
137648,8398,219029,341.2875,341.2875,0,0,0,1.0,48,42.896046
97853,9680,219009,162.45,194.5125,0,0,1,0.8351648351648352,60,57.070564
108259,9700,222087,227.2875,227.2875,0,0,0,1.0,14,15.101507
146480,9823,547934,177.4125,177.4125,0,0,0,1.0,36,28.924532
13529,9632,320485,177.4125,177.4125,0,0,0,1.0,3,7.8580313
42471,9770,217390,163.1625,163.1625,0,0,0,1.0,9,14.38346
48219,9731,216425,134.6625,134.6625,0,0,0,1.0,22,29.316288
121396,8222,245387,498.0375,498.0375,0,0,0,1.0,22,17.15769
88626,9713,216418,106.1625,106.1625,0,0,0,1.0,118,112.352036
136134,9872,300021,88.35,88.35,0,0,0,1.0,35,20.86287
115477,9961,222765,240.825,240.825,0,0,0,1.0,61,61.02517
105565,9190,223245,235.8375,235.8375,0,0,0,1.0,43,41.329033
128125,9881,245387,512.2875,512.2875,0,0,0,1.0,7,6.56239
28417,9481,216425,133.95,133.95,0,0,0,1.0,57,58.30468
19561,9890,216233,119.7,134.6625,1,0,1,0.888888888888889,76,61.507862
91172,9890,217390,166.0125,166.0125,0,0,0,1.0,63,84.59932
2540,8422,217390,141.075,161.7375,0,0,1,0.8722466960352422,40,24.636467
69974,9456,245338,318.4875,469.5375,1,1,1,0.6783004552352049,47,63.772938
11307,9789,245387,426.7875,426.7875,0,0,0,1.0,11,10.135173
138985,9112,217390,175.9875,175.9875,0,0,0,1.0,121,109.84024
93710,8317,216419,87.6375,87.6375,0,0,0,1.0,35,43.353024
112648,9439,222765,227.2875,227.2875,0,0,0,1.0,4,12.46836
46502,8869,223153,177.4125,227.2875,0,0,1,0.780564263322884,40,45.29565
95451,9532,217777,233.7,233.7,0,0,0,1.0,36,33.961853
60742,9479,219844,237.2625,230.1375,0,1,0,1.0309597523219813,55,26.057102
38704,9442,223245,193.0875,193.0875,0,0,0,1.0,32,27.662691
36846,9879,223153,178.8375,213.0375,1,1,1,0.8394648829431438,374,93.60258
55291,9872,219009,195.225,195.225,0,0,0,1.0,128,119.98583
68850,9481,223245,176.7,213.75,1,1,1,0.8266666666666667,394,210.53647
43947,8063,219009,220.1625,220.1625,0,0,0,1.0,85,70.99252
73840,9881,245387,318.4875,498.0375,1,0,1,0.6394849785407726,69,60.37451
39969,9481,217390,169.575,169.575,0,0,0,1.0,71,96.90204
33764,8555,223245,205.9125,205.9125,0,0,0,1.0,18,22.832588
71724,8222,219029,327.0375,327.0375,0,0,0,1.0,70,65.57957
3614,8218,219029,295.6875,295.6875,0,0,0,1.0,10,13.485646
60322,8555,216418,69.825,69.825,0,0,0,1.0,24,32.756477
12024,9221,378934,177.4125,177.4125,0,0,0,1.0,9,15.666539
15513,9273,300021,70.5375,70.5375,0,0,0,1.0,19,24.410786
14657,9613,300021,106.875,106.875,0,0,0,1.0,38,50.535194
39567,8869,219009,191.6625,221.5875,0,0,1,0.8649517684887459,82,70.82313
29071,8398,216418,88.35,88.35,0,0,0,1.0,103,92.741905
77898,9273,245387,469.5375,469.5375,0,0,0,1.0,9,13.789373
102538,9770,223153,212.325,212.325,0,0,0,1.0,27,32.963093
109280,9490,216425,118.9875,118.9875,0,0,0,1.0,18,13.585475
15978,9837,223245,199.5,199.5,0,0,0,1.0,28,37.754856
65960,8121,216425,115.425,131.8125,0,0,1,0.8756756756756756,22,25.647379
61474,8438,245387,469.5375,469.5375,0,0,0,1.0,12,12.676346
72208,9430,219029,327.0375,327.0375,0,0,0,1.0,31,38.885036
8636,9328,300021,67.6875,88.35,1,0,1,0.7661290322580646,48,41.017918
13756,9880,219009,222.3,222.3,0,0,0,1.0,63,65.59758
90167,8023,219009,220.875,220.875,0,0,0,1.0,205,188.866
133116,8869,216419,110.4375,110.4375,0,0,0,1.0,89,81.90017
7033,8058,223245,174.5625,213.0375,0,0,1,0.8193979933110368,30,30.924545
107869,9190,219009,176.7,176.7,0,0,0,1.0,205,140.42128
103112,8991,222087,234.4125,234.4125,0,0,0,1.0,43,43.968353
78287,9789,216233,131.1,131.1,0,0,0,1.0,23,15.116569
23905,9613,320485,205.9125,205.9125,0,0,0,1.0,16,20.9614
118886,9881,245338,498.0375,498.0375,0,0,0,1.0,18,25.21457
96400,9281,216418,85.5,85.5,0,0,0,1.0,32,37.26149
120532,9147,216233,118.9875,118.9875,0,0,0,1.0,64,51.400993
65562,9745,320485,213.0375,205.9125,0,1,0,1.0346020761245676,45,34.96505
11935,9112,217390,168.15,168.15,0,0,0,1.0,64,99.585976
53313,8319,223245,173.1375,210.1875,1,0,1,0.8237288135593219,53,68.43974
97964,9823,222765,234.4125,234.4125,0,0,0,1.0,62,86.1942
96851,9845,217217,283.575,341.2875,0,0,1,0.8308977035490605,25,21.970037
69562,8555,216418,69.1125,89.0625,0,0,1,0.776,36,26.0471
64841,8317,219009,193.8,193.8,0,0,0,1.0,176,131.25418
138946,9043,216418,110.4375,110.4375,0,0,0,1.0,93,77.41249
85767,8869,219009,219.45,219.45,0,0,0,1.0,49,59.29576
78692,8218,223245,141.075,198.7875,0,1,1,0.7096774193548386,139,122.1549
113626,9164,245387,399.7125,498.0375,1,0,1,0.8025751072961372,22,14.719192
141937,9876,223245,195.225,195.225,0,0,0,1.0,33,69.192245
20120,9250,219009,210.9,210.9,0,0,0,1.0,103,92.06209
87151,9279,222087,234.4125,234.4125,0,0,0,1.0,37,29.219582
46953,9578,216418,105.45,104.7375,0,1,0,1.0068027210884354,50,74.644424
5772,9984,245338,453.15,453.15,0,0,0,1.0,8,14.035358
104042,8058,216419,106.875,106.875,0,0,0,1.0,84,73.180786
129426,8063,245338,339.8625,469.5375,1,1,1,0.723823975720789,44,47.317368
101726,8023,245387,339.8625,498.0375,1,0,1,0.6824034334763949,72,80.76775
113330,8121,245387,395.4375,469.5375,1,0,1,0.842185128983308,28,23.009222
88103,8991,398721,469.5375,469.5375,0,0,0,1.0,5,9.347463
24582,8991,547934,170.2875,170.2875,0,0,0,1.0,15,18.519913
55477,8094,219009,195.225,195.225,0,0,0,1.0,83,90.69695
74949,9876,245338,469.5375,469.5375,0,0,0,1.0,15,15.592051
29892,9876,216418,69.1125,69.1125,0,0,0,1.0,39,41.316536
130018,9436,223245,227.2875,227.2875,0,0,0,1.0,38,21.475103
94186,9432,216419,86.925,86.925,0,0,0,1.0,43,39.59521
91059,9809,300021,106.875,106.1625,0,1,0,1.0067114093959733,78,62.78144
124207,9425,222087,234.4125,234.4125,0,0,0,1.0,26,25.472498
102464,9632,320485,205.9125,205.9125,0,0,0,1.0,5,7.8843346
49642,9961,222765,234.4125,234.4125,0,0,0,1.0,76,60.07695
115985,9250,219009,161.7375,209.475,1,0,1,0.772108843537415,374,420.59558
23797,9481,216425,118.275,133.95,0,0,1,0.8829787234042554,100,79.544815
60580,9279,217390,137.5125,163.1625,0,0,1,0.8427947598253275,22,34.571186
119554,9442,223245,236.55,236.55,0,0,0,1.0,7,16.44047
30954,9813,219029,312.7875,312.7875,0,0,0,1.0,35,29.867908
68252,8222,216419,105.45,105.45,0,0,0,1.0,90,99.42625
37053,8058,216425,117.5625,132.525,0,0,1,0.8870967741935484,44,50.405186
95266,9328,217777,227.2875,227.2875,0,0,0,1.0,16,12.437151
94401,9713,216418,106.1625,106.1625,0,0,0,1.0,86,112.352036
22450,9273,219009,189.525,189.525,0,0,0,1.0,56,61.439106
82869,9731,216425,133.95,133.95,0,0,0,1.0,21,32.49268
33210,9731,223245,190.95,190.95,0,0,0,1.0,21,24.921663
111026,8218,217390,130.3875,130.3875,0,0,0,1.0,13,24.890993
60864,9613,222087,199.5,199.5,0,0,0,1.0,87,85.86197
54194,9881,216425,118.275,118.275,0,0,0,1.0,48,46.39949
75099,8095,245387,498.0375,498.0375,0,0,0,1.0,9,12.256556
79234,9481,216418,104.7375,104.7375,0,0,0,1.0,198,149.06468
125502,9578,245338,355.5375,498.0375,1,1,1,0.7138769670958512,82,51.03029
37647,9479,378934,205.9125,205.9125,0,0,0,1.0,32,28.400766
120395,8562,216425,117.5625,117.5625,0,0,0,1.0,62,43.994347
25614,8398,222087,166.725,227.2875,0,0,1,0.7335423197492162,75,62.760452
122022,9532,222765,227.2875,227.2875,0,0,0,1.0,38,31.033262
88276,9273,216418,87.6375,81.225,0,1,0,1.0789473684210527,74,74.748314
40864,9164,547934,177.4125,177.4125,0,0,0,1.0,26,20.036116
123505,9881,245387,498.0375,498.0375,0,0,0,1.0,10,12.006691
63546,8095,222765,233.7,233.7,0,0,0,1.0,91,82.058
97256,8422,222765,227.2875,227.2875,0,0,0,1.0,31,31.119678
58756,9872,219009,193.0875,193.0875,0,0,0,1.0,96,123.72217
28427,9490,216418,86.925,87.6375,0,1,1,0.991869918699187,60,55.789757
2381,8023,216419,98.325,88.35,0,1,0,1.1129032258064517,286,275.56802
14776,9813,216419,86.2125,86.2125,0,0,0,1.0,18,19.606262
6245,9221,219844,230.85,230.85,0,0,0,1.0,31,26.44469
146062,9279,245387,375.4875,483.7875,1,0,1,0.7761413843888071,23,20.3581
